TIME_PERIOD,unit,DSP_I,DSP_I_RCV_E,DSP_L_OTH,GEN,PRP_REU,RCV_E,RCY,RCY_C_D,RCY_M,TRT,Country
1999,KG_HAB,0.0,35.0,326.0,606.0,0.0,35.0,86.0,39.0,48.0,447.0,ESP
2000,KG_HAB,0.0,36.0,334.0,653.0,0.0,36.0,120.0,77.0,44.0,491.0,ESP
2001,KG_HAB,0.0,36.0,360.0,652.0,0.0,36.0,140.0,67.0,72.0,536.0,ESP
2002,KG_HAB,0.0,38.0,355.0,637.0,0.0,38.0,186.0,94.0,92.0,580.0,ESP
2003,KG_HAB,0.0,42.0,360.0,646.0,0.0,42.0,186.0,96.0,89.0,587.0,ESP
2004,KG_HAB,0.0,31.0,304.0,600.0,0.0,31.0,185.0,98.0,87.0,521.0,ESP
2005,KG_HAB,0.0,44.0,288.0,588.0,0.0,44.0,185.0,100.0,84.0,517.0,ESP
2006,KG_HAB,8.0,54.0,353.0,590.0,0.0,46.0,184.0,102.0,82.0,590.0,ESP
2007,KG_HAB,9.0,57.0,344.0,578.0,0.0,49.0,177.0,99.0,77.0,578.0,ESP
2008,KG_HAB,0.0,47.0,285.0,551.0,0.0,47.0,219.0,134.0,85.0,551.0,ESP
2009,KG_HAB,0.0,48.0,314.0,542.0,0.0,48.0,180.0,97.0,82.0,542.0,ESP
2010,KG_HAB,0.0,44.0,318.0,510.0,0.0,44.0,149.0,59.0,90.0,510.0,ESP
2011,KG_HAB,0.0,50.0,305.0,485.0,0.0,50.0,130.0,49.0,81.0,485.0,ESP
2012,KG_HAB,0.0,45.0,284.0,468.0,0.0,45.0,139.0,48.0,91.0,468.0,ESP
2013,KG_HAB,0.0,53.0,253.0,454.0,0.0,53.0,148.0,77.0,70.0,454.0,ESP
2014,KG_HAB,0.0,52.0,259.0,448.0,0.0,52.0,138.0,62.0,76.0,448.0,ESP
2015,KG_HAB,0.0,58.0,261.0,456.0,0.0,58.0,137.0,53.0,84.0,456.0,ESP
2016,KG_HAB,0.0,56.0,251.0,463.0,0.0,56.0,157.0,72.0,85.0,463.0,ESP
2017,KG_HAB,0.0,60.0,242.0,473.0,0.0,60.0,171.0,84.0,87.0,473.0,ESP
2018,KG_HAB,0.0,55.0,255.0,475.0,0.0,55.0,165.0,80.0,86.0,475.0,ESP
2019,KG_HAB,0.0,52.0,241.0,472.0,0.0,52.0,179.0,86.0,93.0,472.0,ESP
2020,KG_HAB,0.0,47.0,229.0,464.0,0.0,47.0,188.0,93.0,95.0,464.0,ESP
2021,KG_HAB,0.0,54.0,245.0,472.0,0.0,54.0,173.0,83.0,90.0,472.0,ESP
1995,KG_HAB,0.0,0.0,368.0,371.0,0.0,0.0,2.0,2.0,0.0,370.0,EST
1996,KG_HAB,0.0,0.0,398.0,399.0,0.0,0.0,1.0,1.0,0.0,399.0,EST
1997,KG_HAB,0.0,0.0,423.0,424.0,0.0,0.0,1.0,1.0,0.0,424.0,EST
1998,KG_HAB,0.0,0.0,401.0,402.0,0.0,0.0,1.0,1.0,0.0,402.0,EST
1999,KG_HAB,0.0,0.0,409.0,409.0,0.0,0.0,0.0,0.0,0.0,409.0,EST
2000,KG_HAB,0.0,0.0,430.0,453.0,0.0,0.0,10.0,1.0,9.0,441.0,EST
2001,KG_HAB,0.0,0.0,290.0,366.0,0.0,0.0,19.0,8.0,11.0,310.0,EST
2002,KG_HAB,0.0,0.0,304.0,401.0,0.0,0.0,11.0,3.0,8.0,315.0,EST
2003,KG_HAB,0.0,0.0,271.0,414.0,0.0,0.0,62.0,6.0,56.0,333.0,EST
2004,KG_HAB,0.0,0.0,281.0,445.0,0.0,0.0,110.0,6.0,104.0,392.0,EST
2005,KG_HAB,0.0,0.0,273.0,433.0,0.0,0.0,98.0,8.0,90.0,371.0,EST
2006,KG_HAB,0.0,1.0,277.0,398.0,0.0,1.0,69.0,17.0,52.0,347.0,EST
2007,KG_HAB,0.0,1.0,291.0,449.0,0.0,1.0,104.0,13.0,91.0,396.0,EST
2008,KG_HAB,0.0,1.0,249.0,392.0,0.0,1.0,79.0,21.0,58.0,329.0,EST
2009,KG_HAB,0.0,0.0,215.0,339.0,0.0,0.0,71.0,32.0,39.0,287.0,EST
2010,KG_HAB,0.0,0.0,201.0,305.0,0.0,0.0,55.0,24.0,31.0,256.0,EST
2011,KG_HAB,0.0,0.0,180.0,301.0,0.0,0.0,70.0,27.0,44.0,250.0,EST
2012,KG_HAB,0.0,35.0,98.0,280.0,0.0,35.0,54.0,14.0,40.0,187.0,EST
2013,KG_HAB,0.0,163.0,40.0,293.0,0.0,163.0,52.0,15.0,37.0,255.0,EST
2014,KG_HAB,0.0,169.0,23.0,357.0,0.0,169.0,111.0,17.0,95.0,303.0,EST
2015,KG_HAB,0.0,185.0,26.0,359.0,0.0,185.0,102.0,13.0,89.0,313.0,EST
2016,KG_HAB,0.0,184.0,38.0,376.0,0.0,184.0,105.0,10.0,95.0,344.0,EST
2017,KG_HAB,0.0,165.0,75.0,390.0,0.0,165.0,110.0,14.0,96.0,373.0,EST
2018,KG_HAB,0.0,167.0,87.0,405.0,0.0,167.0,114.0,15.0,98.0,382.0,EST
2019,KG_HAB,0.0,167.0,64.0,369.0,0.0,167.0,114.0,9.0,104.0,345.0,EST
2020,KG_HAB,0.0,164.0,56.0,383.0,0.0,164.0,111.0,10.0,100.0,331.0,EST
2021,KG_HAB,0.0,192.0,78.0,395.0,0.0,192.0,120.0,13.0,107.0,389.0,EST
1995,KG_HAB,35.0,70.0,286.0,467.0,0.0,34.0,88.0,33.0,54.0,443.0,EU27_2020
1996,KG_HAB,37.0,71.0,276.0,478.0,0.0,34.0,100.0,38.0,62.0,447.0,EU27_2020
1997,KG_HAB,41.0,77.0,276.0,491.0,0.0,36.0,110.0,41.0,69.0,464.0,EU27_2020
1998,KG_HAB,38.0,78.0,266.0,487.0,0.0,40.0,117.0,42.0,75.0,461.0,EU27_2020
1999,KG_HAB,37.0,79.0,263.0,500.0,0.0,42.0,130.0,45.0,85.0,472.0,EU27_2020
2000,KG_HAB,37.0,84.0,262.0,513.0,0.0,47.0,140.0,53.0,87.0,486.0,EU27_2020
2001,KG_HAB,37.0,87.0,250.0,509.0,0.0,49.0,146.0,54.0,92.0,483.0,EU27_2020
2002,KG_HAB,38.0,90.0,241.0,515.0,0.0,52.0,157.0,57.0,100.0,488.0,EU27_2020
2003,KG_HAB,36.0,90.0,229.0,502.0,0.0,54.0,156.0,57.0,100.0,475.0,EU27_2020
2004,KG_HAB,38.0,95.0,215.0,500.0,0.0,58.0,159.0,59.0,100.0,469.0,EU27_2020
2005,KG_HAB,41.0,103.0,202.0,506.0,0.0,61.0,165.0,59.0,105.0,469.0,EU27_2020
2006,KG_HAB,41.0,111.0,202.0,513.0,0.0,70.0,170.0,61.0,109.0,483.0,EU27_2020
2007,KG_HAB,37.0,112.0,199.0,517.0,0.0,75.0,182.0,64.0,119.0,493.0,EU27_2020
2008,KG_HAB,36.0,116.0,190.0,518.0,0.0,80.0,189.0,69.0,120.0,495.0,EU27_2020
2009,KG_HAB,35.0,117.0,186.0,510.0,0.0,82.0,190.0,67.0,123.0,493.0,EU27_2020
2010,KG_HAB,30.0,121.0,178.0,503.0,0.0,91.0,191.0,66.0,125.0,490.0,EU27_2020
2011,KG_HAB,27.0,125.0,167.0,499.0,0.0,99.0,194.0,66.0,128.0,487.0,EU27_2020
2012,KG_HAB,20.0,122.0,153.0,488.0,0.0,102.0,199.0,69.0,130.0,474.0,EU27_2020
2013,KG_HAB,14.0,125.0,142.0,479.0,0.0,112.0,199.0,71.0,128.0,466.0,EU27_2020
2014,KG_HAB,14.0,128.0,134.0,478.0,0.0,114.0,207.0,73.0,134.0,469.0,EU27_2020
2015,KG_HAB,18.0,128.0,127.0,480.0,0.0,110.0,216.0,75.0,141.0,471.0,EU27_2020
2016,KG_HAB,11.0,129.0,121.0,493.0,0.0,119.0,226.0,81.0,145.0,484.0,EU27_2020
2017,KG_HAB,3.0,131.0,127.0,499.0,0.0,128.0,231.0,84.0,147.0,490.0,EU27_2020
2018,KG_HAB,2.0,131.0,125.0,500.0,0.0,128.0,232.0,84.0,147.0,488.0,EU27_2020
2019,KG_HAB,2.0,131.0,124.0,504.0,0.0,129.0,238.0,87.0,150.0,493.0,EU27_2020
2020,KG_HAB,2.0,138.0,121.0,521.0,0.0,135.0,255.0,97.0,156.0,512.0,EU27_2020
2021,KG_HAB,3.0,138.0,121.0,527.0,0.0,135.0,257.0,95.0,161.0,519.0,EU27_2020
1995,KG_HAB,0.0,0.0,267.0,413.0,0.0,0.0,139.0,31.0,107.0,406.0,FIN
1996,KG_HAB,0.0,0.0,274.0,410.0,0.0,0.0,138.0,31.0,107.0,412.0,FIN
1997,KG_HAB,0.0,22.0,281.0,447.0,0.0,22.0,150.0,34.0,116.0,453.0,FIN
1998,KG_HAB,0.0,28.0,294.0,466.0,0.0,28.0,157.0,35.0,121.0,478.0,FIN
1999,KG_HAB,0.0,38.0,280.0,484.0,0.0,38.0,163.0,37.0,126.0,481.0,FIN
2000,KG_HAB,0.0,52.0,305.0,502.0,0.0,52.0,169.0,38.0,131.0,526.0,FIN
2001,KG_HAB,0.0,41.0,284.0,465.0,0.0,41.0,156.0,35.0,121.0,482.0,FIN
2002,KG_HAB,10.0,42.0,286.0,458.0,0.0,32.0,154.0,35.0,119.0,481.0,FIN
2003,KG_HAB,10.0,49.0,277.0,466.0,0.0,39.0,157.0,35.0,121.0,483.0,FIN
2004,KG_HAB,10.0,54.0,272.0,469.0,0.0,45.0,158.0,36.0,122.0,484.0,FIN
2005,KG_HAB,10.0,43.0,282.0,478.0,0.0,34.0,160.0,36.0,124.0,485.0,FIN
2006,KG_HAB,10.0,42.0,286.0,494.0,0.0,32.0,166.0,37.0,129.0,494.0,FIN
2007,KG_HAB,14.0,59.0,267.0,506.0,0.0,45.0,180.0,49.0,131.0,506.0,FIN
2008,KG_HAB,25.0,90.0,265.0,521.0,0.0,65.0,179.0,44.0,134.0,533.0,FIN
2009,KG_HAB,21.0,87.0,221.0,480.0,0.0,65.0,172.0,57.0,115.0,480.0,FIN
2010,KG_HAB,21.0,104.0,212.0,470.0,0.0,82.0,154.0,62.0,92.0,470.0,FIN
2011,KG_HAB,0.0,126.0,203.0,505.0,0.0,126.0,176.0,66.0,110.0,504.0,FIN
2012,KG_HAB,0.0,171.0,166.0,506.0,0.0,171.0,168.0,60.0,109.0,506.0,FIN
2013,KG_HAB,0.0,209.0,124.0,493.0,0.0,209.0,160.0,67.0,94.0,493.0,FIN
2014,KG_HAB,0.0,241.0,84.0,482.0,0.0,241.0,157.0,70.0,87.0,482.0,FIN
2015,KG_HAB,0.0,239.0,57.0,500.0,0.0,239.0,203.0,62.0,141.0,500.0,FIN
2016,KG_HAB,0.0,276.0,16.0,504.0,0.0,276.0,212.0,65.0,147.0,504.0,FIN
2017,KG_HAB,0.0,299.0,5.0,510.0,0.0,299.0,207.0,67.0,140.0,510.0,FIN
2018,KG_HAB,0.0,314.0,4.0,551.0,0.0,314.0,233.0,72.0,161.0,551.0,FIN
2019,KG_HAB,0.0,314.0,5.0,566.0,0.0,314.0,246.0,80.0,166.0,566.0,FIN
2020,KG_HAB,0.0,350.0,3.0,609.0,0.0,349.0,257.0,80.0,177.0,609.0,FIN
2021,KG_HAB,1.0,382.0,3.0,630.0,0.0,381.0,246.0,77.0,168.0,630.0,FIN
1995,KG_HAB,47.0,178.0,213.0,475.0,0.0,131.0,84.0,43.0,42.0,475.0,FRA
1996,KG_HAB,44.0,170.0,225.0,486.0,0.0,126.0,91.0,46.0,44.0,486.0,FRA
1997,KG_HAB,41.0,170.0,227.0,496.0,0.0,129.0,99.0,48.0,51.0,496.0,FRA
1998,KG_HAB,33.0,167.0,230.0,507.0,0.0,134.0,110.0,52.0,59.0,507.0,FRA
1999,KG_HAB,25.0,168.0,223.0,507.0,0.0,143.0,116.0,53.0,63.0,507.0,FRA
2000,KG_HAB,24.0,169.0,219.0,514.0,0.0,145.0,126.0,60.0,67.0,514.0,FRA
2001,KG_HAB,19.0,174.0,214.0,526.0,0.0,156.0,137.0,65.0,72.0,526.0,FRA
2002,KG_HAB,14.0,180.0,205.0,530.0,0.0,166.0,145.0,68.0,76.0,530.0,FRA
2003,KG_HAB,11.0,172.0,192.0,506.0,0.0,161.0,142.0,66.0,76.0,506.0,FRA
2004,KG_HAB,10.0,180.0,188.0,519.0,0.0,170.0,150.0,71.0,79.0,519.0,FRA
2005,KG_HAB,8.0,183.0,193.0,529.0,0.0,176.0,154.0,66.0,88.0,529.0,FRA
2006,KG_HAB,8.0,182.0,189.0,535.0,0.0,174.0,164.0,73.0,92.0,535.0,FRA
2007,KG_HAB,8.0,181.0,186.0,542.0,0.0,173.0,175.0,80.0,95.0,542.0,FRA
2008,KG_HAB,7.0,182.0,174.0,538.0,0.0,175.0,182.0,82.0,99.0,538.0,FRA
2009,KG_HAB,6.0,184.0,162.0,534.0,0.0,177.0,188.0,85.0,104.0,534.0,FRA
2010,KG_HAB,7.0,186.0,155.0,534.0,0.0,179.0,192.0,85.0,107.0,534.0,FRA
2011,KG_HAB,7.0,188.0,149.0,534.0,0.0,182.0,196.0,86.0,110.0,534.0,FRA
2012,KG_HAB,6.0,186.0,142.0,527.0,0.0,180.0,199.0,87.0,111.0,527.0,FRA
2013,KG_HAB,6.0,184.0,134.0,520.0,0.0,179.0,201.0,89.0,113.0,520.0,FRA
2014,KG_HAB,5.0,183.0,128.0,517.0,0.0,179.0,205.0,91.0,115.0,517.0,FRA
2015,KG_HAB,4.0,183.0,122.0,516.0,0.0,180.0,210.0,93.0,117.0,516.0,FRA
2016,KG_HAB,1.0,175.0,119.0,553.0,2.0,174.0,220.0,98.0,120.0,553.0,FRA
2017,KG_HAB,1.0,174.0,160.0,558.0,2.0,172.0,224.0,100.0,122.0,558.0,FRA
2018,KG_HAB,1.0,173.0,145.0,557.0,3.0,173.0,227.0,106.0,119.0,545.0,FRA
2019,KG_HAB,1.0,171.0,144.0,555.0,3.0,170.0,228.0,104.0,121.0,543.0,FRA
2020,KG_HAB,1.0,173.0,138.0,538.0,2.0,172.0,225.0,97.0,126.0,535.0,FRA
2021,KG_HAB,1.0,181.0,131.0,565.0,3.0,181.0,247.0,104.0,140.0,560.0,FRA
1995,KG_HAB,0.9642857142857143,175.67857142857142,138.35714285714286,498.0629,2.892857142857143,175.67857142857142,238.42857142857142,100.35714285714286,135.21428571428572,553.4285714285714,GBR
1996,KG_HAB,0.9285714285714286,170.35714285714286,145.71428571428572,511.4815,2.7857142857142856,170.35714285714286,229.85714285714286,96.71428571428571,130.42857142857142,546.8571428571429,GBR
1997,KG_HAB,0.8928571428571429,165.03571428571428,153.07142857142856,532.3227,2.678571428571429,165.03571428571428,221.28571428571428,93.07142857142857,125.64285714285714,540.2857142857143,GBR
1998,KG_HAB,0.8571428571428572,159.71428571428572,160.42857142857142,542.0613,2.5714285714285716,159.71428571428572,212.71428571428572,89.42857142857143,120.85714285714286,533.7142857142857,GBR
1999,KG_HAB,0.8214285714285714,154.39285714285714,167.78571428571428,569.0096,2.4642857142857144,154.39285714285714,204.14285714285714,85.78571428571428,116.07142857142857,527.1428571428571,GBR
2000,KG_HAB,0.7857142857142857,149.07142857142858,175.14285714285714,576.605,2.357142857142857,149.07142857142858,195.57142857142856,82.14285714285714,111.28571428571428,520.5714285714286,GBR
2001,KG_HAB,0.75,143.75,182.5,591.1558,2.25,143.75,187.0,78.5,106.5,514.0,GBR
2002,KG_HAB,0.7142857142857143,138.42857142857144,189.85714285714286,598.5276,2.142857142857143,138.42857142857144,178.42857142857144,74.85714285714286,101.71428571428572,507.42857142857144,GBR
2003,KG_HAB,0.6785714285714286,133.10714285714286,197.21428571428572,591.5657,2.0357142857142856,133.10714285714286,169.85714285714286,71.21428571428572,96.92857142857143,500.8571428571429,GBR
2004,KG_HAB,0.6428571428571429,127.78571428571429,204.57142857142856,602.5151,1.9285714285714286,127.78571428571429,161.28571428571428,67.57142857142857,92.14285714285714,494.2857142857143,GBR
2005,KG_HAB,0.6071428571428572,122.46428571428572,211.92857142857144,581.3457,1.8214285714285714,122.46428571428572,152.71428571428572,63.92857142857143,87.35714285714286,487.7142857142857,GBR
2006,KG_HAB,0.5714285714285714,117.14285714285714,219.28571428571428,583.2766,1.7142857142857144,117.14285714285714,144.14285714285714,60.285714285714285,82.57142857142857,481.1428571428571,GBR
2007,KG_HAB,0.5357142857142858,111.82142857142857,226.64285714285714,567.1971,1.6071428571428572,111.82142857142857,135.57142857142856,56.642857142857146,77.78571428571428,474.57142857142856,GBR
2008,KG_HAB,0.5,106.5,234.0,540.6334,1.5,106.5,127.0,53.0,73.0,468.0,GBR
2009,KG_HAB,0.4642857142857143,101.17857142857143,241.35714285714283,522.1201,1.392857142857143,101.17857142857143,118.42857142857144,49.35714285714286,68.21428571428572,461.42857142857144,GBR
2010,KG_HAB,0.4285714285714286,95.85714285714286,248.71428571428572,509.1585,1.2857142857142858,95.85714285714286,109.85714285714286,45.714285714285715,63.42857142857143,454.8571428571429,GBR
2011,KG_HAB,0.3928571428571429,90.53571428571429,256.07142857142856,490.8902,1.1785714285714286,90.53571428571429,101.28571428571428,42.07142857142857,58.64285714285714,448.2857142857143,GBR
2012,KG_HAB,0.3571428571428572,85.21428571428572,263.42857142857144,477.4031,1.0714285714285716,85.21428571428572,92.71428571428572,38.42857142857143,53.85714285714286,441.7142857142857,GBR
2013,KG_HAB,0.3214285714285715,79.89285714285715,270.7857142857143,481.8608,0.9642857142857144,79.89285714285715,84.14285714285714,34.78571428571429,49.07142857142857,435.14285714285717,GBR
2014,KG_HAB,0.2857142857142858,74.57142857142858,278.1428571428571,481.9283,0.8571428571428572,74.57142857142858,75.57142857142858,31.14285714285714,44.28571428571429,428.57142857142856,GBR
2015,KG_HAB,0.25,69.25,285.5,483.4124,0.75,69.25,67.0,27.5,39.5,422.0,GBR
2016,KG_HAB,0.2142857142857143,63.92857142857143,292.8571428571429,483.0303,0.6428571428571428,63.92857142857143,58.428571428571445,23.85714285714286,34.71428571428572,415.42857142857144,GBR
2017,KG_HAB,0.1785714285714286,58.60714285714286,300.21428571428567,468.0783,0.535714285714286,58.60714285714286,49.85714285714286,20.214285714285722,29.92857142857143,408.8571428571429,GBR
2018,KG_HAB,0.1428571428571429,53.28571428571429,307.57142857142856,463.3965,0.4285714285714288,53.28571428571429,41.28571428571428,16.57142857142857,25.14285714285714,402.2857142857143,GBR
2019,KG_HAB,0.1071428571428572,47.96428571428572,314.92857142857144,459.2735,0.3214285714285716,47.96428571428572,32.71428571428572,12.92857142857143,20.35714285714286,395.7142857142857,GBR
2020,KG_HAB,0.07142857142857151,42.64285714285714,322.2857142857143,462.1561,0.2142857142857144,42.64285714285714,24.14285714285714,9.285714285714292,15.57142857142857,389.1428571428571,GBR
2021,KG_HAB,0.03571428571428581,37.321428571428584,329.6428571428571,463.7963,0.1071428571428572,37.321428571428584,15.571428571428584,5.642857142857139,10.785714285714278,382.57142857142856,GBR
1995,KG_HAB,,,312.0,303.0,0.0,,,,,330.0,GRC
1996,KG_HAB,,,324.0,339.0,0.0,,,,,346.0,GRC
1997,KG_HAB,0.0,0.0,332.0,366.0,0.0,0.0,34.0,3.0,31.0,366.0,GRC
1998,KG_HAB,0.0,0.0,347.0,381.0,0.0,0.0,34.0,3.0,31.0,381.0,GRC
1999,KG_HAB,0.0,0.0,361.0,396.0,0.0,0.0,35.0,3.0,32.0,396.0,GRC
2000,KG_HAB,0.0,0.0,375.0,412.0,0.0,0.0,36.0,3.0,33.0,412.0,GRC
2001,KG_HAB,0.0,0.0,383.0,420.0,0.0,0.0,37.0,3.0,34.0,420.0,GRC
2002,KG_HAB,0.0,0.0,388.0,426.0,0.0,0.0,37.0,3.0,34.0,426.0,GRC
2003,KG_HAB,0.0,0.0,396.0,431.0,0.0,0.0,35.0,0.0,35.0,431.0,GRC
2004,KG_HAB,0.0,0.0,392.0,436.0,0.0,0.0,44.0,0.0,44.0,436.0,GRC
2005,KG_HAB,0.0,0.0,391.0,442.0,0.0,0.0,52.0,3.0,49.0,443.0,GRC
2006,KG_HAB,0.0,0.0,390.0,447.0,0.0,0.0,57.0,7.0,50.0,447.0,GRC
2007,KG_HAB,0.0,0.0,362.0,453.0,0.0,0.0,91.0,9.0,82.0,453.0,GRC
2008,KG_HAB,0.0,0.0,377.0,458.0,0.0,0.0,81.0,9.0,72.0,458.0,GRC
2009,KG_HAB,0.0,0.0,376.0,464.0,0.0,0.0,88.0,3.0,84.0,464.0,GRC
2010,KG_HAB,0.0,0.0,441.0,532.0,0.0,0.0,91.0,13.0,78.0,532.0,GRC
2011,KG_HAB,0.0,1.0,412.0,503.0,0.0,1.0,89.0,14.0,75.0,503.0,GRC
2012,KG_HAB,0.0,3.0,408.0,495.0,0.0,3.0,84.0,16.0,68.0,495.0,GRC
2013,KG_HAB,0.0,3.0,403.0,482.0,0.0,3.0,76.0,17.0,59.0,482.0,GRC
